2024-08-27T02:26:01.694958+00:00,0.0
2024-08-27T02:26:01.804732+00:00,0.1468589720497922
2024-08-27T02:26:01.912609+00:00,0.3006330744365992
2024-08-27T02:26:02.012881+00:00,0.4670841768595419
2024-08-27T02:26:02.120142+00:00,0.6033995020369198
2024-08-27T02:26:02.228539+00:00,0.7261656291832248
2024-08-27T02:26:02.329860+00:00,0.8369513290599264
2024-08-27T02:26:02.431453+00:00,0.9132597506349226
2024-08-27T02:26:02.540159+00:00,0.9640336051551125
2024-08-27T02:26:02.641953+00:00,0.9958830286313587
2024-08-27T02:26:02.744784+00:00,0.9976003956254758
2024-08-27T02:26:02.847672+00:00,0.9735948503665202
2024-08-27T02:26:02.949191+00:00,0.9252123277297866
2024-08-27T02:26:03.052057+00:00,0.8529361499708289
2024-08-27T02:26:03.152814+00:00,0.7602155728302418
2024-08-27T02:26:03.254481+00:00,0.6476521891903285
2024-08-27T02:26:03.356326+00:00,0.5188168716400477
2024-08-27T02:26:03.459323+00:00,0.37567645414594253
2024-08-27T02:26:03.560617+00:00,0.22530651505794316
2024-08-27T02:26:03.663895+00:00,0.06596415541772807
2024-08-27T02:26:03.764773+00:00,-0.09314104325490759
2024-08-27T02:26:03.877020+00:00,-0.2476358339151803
2024-08-27T02:26:03.978422+00:00,-0.41227999157279116
2024-08-27T02:26:04.080170+00:00,-0.5517677103096783
2024-08-27T02:26:04.182103+00:00,-0.6772390295864321
2024-08-27T02:26:04.284822+00:00,-0.7854852364963687
2024-08-27T02:26:04.386109+00:00,-0.8730129060849786
2024-08-27T02:26:04.486865+00:00,-0.9390435168390671
2024-08-27T02:26:04.587629+00:00,-0.9811564949627104
2024-08-27T02:26:04.688795+00:00,-0.9993289884319907
2024-08-27T02:26:04.790936+00:00,-0.9924813803944648
2024-08-27T02:26:04.891265+00:00,-0.9618548637084624
2024-08-27T02:26:04.993438+00:00,-0.9052023722265053
2024-08-27T02:26:05.094690+00:00,-0.8264475279040162
2024-08-27T02:26:05.197001+00:00,-0.727494986933658
2024-08-27T02:26:05.298294+00:00,-0.6098630189134581
2024-08-27T02:26:05.406498+00:00,-0.4843288065851823
2024-08-27T02:26:05.508253+00:00,-0.32269928513253704
